389,99,manzana,7436,frutas,comestible,,,,,2022-02-13,fresco,16,
381,46,pantalla para colgar,8882,pantalla de luz,no_comestible,42,41,9,0.37,,,,
220,63,manzana,11649,frutas,comestible,,,,,2021-06-03,fresco,7,
367,43,teclado,7331,producto tecnologico,no_comestible,18,32,32,0.5,,,,
256,75,porotos congelados,14619,verduras congeladas,comestible,,,,1.09,2021-08-23,congelado,,
92,11,garbanzos en conserva,11554,['descripcion'],comestible,,,,,2022-04-17,conserva,,caja
302,23,teclado,8227,producto tecnologico,no_comestible,48,26,40,0.62,,,,
357,8,mouse,14549,producto tecnologico,no_comestible,42,26,50,0.66,,,,
275,24,pantalla lisa,13875,pantalla de luz,no_comestible,25,34,42,0.77,,,,
116,77,cerdo congelado,11027,carne congelada,comestible,,,,2.27,2021-08-10,congelado,,
367,85,teclado,7331,producto tecnologico,no_comestible,18,32,32,0.5,,,,
376,54,arvejas en conserva,14460,['descripcion'],comestible,,,,,2022-02-21,conserva,,caja
37,65,cerdo,13208,carne,comestible,,,,,2022-03-12,fresco,8,
370,67,pera,14775,frutas,comestible,,,,,2021-07-24,fresco,21,
122,80,porotos congelados,11540,verduras congeladas,comestible,,,,3.16,2021-12-27,congelado,,
219,73,papaya en conserva,13561,['descripcion'],comestible,,,,,2022-01-15,conserva,,caja
63,11,arvejas congeladas,14607,verduras congeladas,comestible,,,,3.93,2021-11-05,congelado,,
28,75,cerdo,12064,carne,comestible,,,,,2021-05-11,fresco,6,
135,4,arvejas congeladas,9491,verduras congeladas,comestible,,,,2.42,2022-02-27,congelado,,
182,78,manzana,14158,frutas,comestible,,,,,2021-07-27,fresco,23,
332,4,pantalla lisa,7833,pantalla de luz,no_comestible,7,6,6,0.64,,,,
87,48,teclado,12613,producto tecnologico,no_comestible,25,9,15,0.33,,,,
142,50,mix de frutas en conserva,5219,['descripcion'],comestible,,,,,2021-06-08,conserva,,caja
37,50,cerdo,13208,carne,comestible,,,,,2022-03-12,fresco,8,
344,69,pantalla para colgar,11629,pantalla de luz,no_comestible,47,9,18,0.23,,,,
53,97,durazno,5640,frutas,comestible,,,,,2022-04-08,fresco,22,
73,45,pantalla lineas,8949,pantalla de luz,no_comestible,11,22,29,0.45,,,,
102,29,televisor,5303,producto tecnologico,no_comestible,50,33,12,0.17,,,,
351,63,vacuno congelado,11224,carne congelada,comestible,,,,4.69,2022-01-08,congelado,,
284,19,marraqueta,14433,pan,comestible,,,,,2022-02-20,fresco,14,
360,16,pantalla papel,11751,pantalla de luz,no_comestible,20,37,41,0.71,,,,
348,14,mouse,14046,producto tecnologico,no_comestible,42,18,14,0.29,,,,
218,28,hamburguesa de pollo,8248,hamburguesa,comestible,,,,1.39,2022-01-16,congelado,,
244,20,pantalla para colgar,5174,pantalla de luz,no_comestible,10,21,45,0.64,,,,
278,1,camiseta,9381,ropa,no_comestible,40,16,15,0.88,,,,
369,72,tomate,13568,verduras,comestible,,,,,2022-02-12,fresco,12,
315,6,pantalla lisa,13048,pantalla de luz,no_comestible,26,40,24,0.36,,,,
102,92,televisor,5303,producto tecnologico,no_comestible,50,33,12,0.17,,,,
291,101,arvejas congeladas,9580,verduras congeladas,comestible,,,,3.57,2021-07-06,congelado,,
303,9,pantalla lisa,14182,pantalla de luz,no_comestible,33,7,46,0.57,,,,
127,74,pan de molde,9653,pan,comestible,,,,,2021-07-25,fresco,19,
229,56,merlusa,8380,pescado congelado,comestible,,,,4.96,2021-07-12,congelado,,
176,65,salmon,6261,pescado congelado,comestible,,,,2.72,2021-12-09,congelado,,
314,71,pavo congelado,12293,carne congelada,comestible,,,,3.25,2021-06-19,congelado,,
93,52,pan de molde,11181,pan,comestible,,,,,2021-10-23,fresco,22,
5,8,mix de verduras congeladas,11791,verduras congeladas,comestible,,,,1.61,2022-01-03,congelado,,
297,52,pantalla para colgar,6596,pantalla de luz,no_comestible,44,20,13,0.51,,,,
7,74,pantalla lineas,10802,pantalla de luz,no_comestible,5,33,41,0.41,,,,
331,56,lenguado,6376,pescado congelado,comestible,,,,1.21,2021-08-01,congelado,,
133,61,reineta,7700,pescado congelado,comestible,,,,4.5,2021-12-18,congelado,,
254,40,kiwi,7974,frutas,comestible,,,,,2021-12-29,fresco,17,
368,38,limon,12932,verduras,comestible,,,,,2021-11-29,fresco,6,
226,25,carne molida,5033,carne congelada,comestible,,,,2.01,2022-04-17,congelado,,
208,36,telefono,9760,producto tecnologico,no_comestible,31,22,8,0.14,,,,
0,51,merlusa,8706,pescado congelado,comestible,,,,4.82,2021-08-28,congelado,,
181,61,hamburguesa de verduras,5304,hamburguesa,comestible,,,,2.48,2021-06-26,congelado,,
62,20, frutillas en conserva,6958,['descripcion'],comestible,,,,,2022-04-02,conserva,,lata
160,53,merlusa,10910,pescado congelado,comestible,,,,3.21,2021-08-08,congelado,,
246,32,pollo,9006,carne,comestible,,,,,2021-10-27,fresco,7,
171,87,mix de frutas en conserva,8658,['descripcion'],comestible,,,,,2022-02-04,conserva,,caja
356,65,kiwi,14585,frutas,comestible,,,,,2021-06-07,fresco,23,
409,75,pantalla lineas,12158,pantalla de luz,no_comestible,14,24,27,0.92,,,,
340,73,pantalla para colgar,5107,pantalla de luz,no_comestible,39,48,27,0.29,,,,
20,15,cerdo,12012,carne,comestible,,,,,2021-12-08,fresco,6,
181,3,hamburguesa de verduras,5304,hamburguesa,comestible,,,,2.48,2021-06-26,congelado,,
22,66,televisor,5912,producto tecnologico,no_comestible,30,43,22,0.41,,,,
119,32,hamburguesa de vacuno,12701,hamburguesa,comestible,,,,1.52,2022-01-30,congelado,,
187,2,carne molida,12944,carne congelada,comestible,,,,2.4,2021-06-16,congelado,,
351,73,vacuno congelado,11224,carne congelada,comestible,,,,4.69,2022-01-08,congelado,,
187,77,carne molida,12944,carne congelada,comestible,,,,2.4,2021-06-16,congelado,,
122,100,porotos congelados,11540,verduras congeladas,comestible,,,,3.16,2021-12-27,congelado,,
312,76,pantalla papel,6898,pantalla de luz,no_comestible,19,43,7,0.75,,,,
205,44,lechuga,5224,verduras,comestible,,,,,2021-07-19,fresco,11,
295,55,manzana,11013,frutas,comestible,,,,,2022-01-18,fresco,17,
404,48,mix de verduras congeladas,14681,verduras congeladas,comestible,,,,1.66,2022-01-03,congelado,,
385,16,limon,11324,verduras,comestible,,,,,2022-01-06,fresco,14,
315,90,pantalla lisa,13048,pantalla de luz,no_comestible,26,40,24,0.36,,,,
192,55,telefono,12648,producto tecnologico,no_comestible,6,23,6,0.41,,,,
340,71,pantalla para colgar,5107,pantalla de luz,no_comestible,39,48,27,0.29,,,,
279,101,merlusa,9334,pescado congelado,comestible,,,,1.41,2022-04-18,congelado,,
245,33,pantalla lisa,6627,pantalla de luz,no_comestible,37,49,31,0.25,,,,
312,8,pantalla papel,6898,pantalla de luz,no_comestible,19,43,7,0.75,,,,
273,65,hallulla,12150,pan,comestible,,,,,2021-08-15,fresco,23,
154,50,telefono,13859,producto tecnologico,no_comestible,20,36,10,0.43,,,,
18,41,palta,14117,verduras,comestible,,,,,2021-06-12,fresco,9,
142,38,mix de frutas en conserva,5219,['descripcion'],comestible,,,,,2021-06-08,conserva,,caja
60,64,pantalla para colgar,8436,pantalla de luz,no_comestible,5,6,24,0.6,,,,
78,40,hamburguesa de quinoa,7460,hamburguesa,comestible,,,,3.82,2021-05-17,congelado,,
218,45,hamburguesa de pollo,8248,hamburguesa,comestible,,,,1.39,2022-01-16,congelado,,
62,66, frutillas en conserva,6958,['descripcion'],comestible,,,,,2022-04-02,conserva,,lata
192,65,telefono,12648,producto tecnologico,no_comestible,6,23,6,0.41,,,,
308,86,mix de verduras congeladas,6920,verduras congeladas,comestible,,,,1.33,2021-08-20,congelado,,
414,29,pantalla lineas,11871,pantalla de luz,no_comestible,49,12,14,0.55,,,,
75,91,lechuga,7914,verduras,comestible,,,,,2022-02-27,fresco,12,
298,68,vestido,5065,ropa,no_comestible,19,7,7,0.16,,,,
167,98,hamburguesa de vacuno,9224,hamburguesa,comestible,,,,2.74,2021-09-26,congelado,,
326,17,esparragos frasco,14352,['descripcion'],comestible,,,,,2021-08-16,conserva,,lata
175,73,hallulla,11970,pan,comestible,,,,,2021-07-02,fresco,23,
405,51,pavo,7717,carne,comestible,,,,,2022-04-06,fresco,9,
76,16,manzana,9326,frutas,comestible,,,,,2021-06-19,fresco,22,
396,17,porotos congelados,8296,verduras congeladas,comestible,,,,4.65,2021-08-24,congelado,,
363,22,jeans,7348,ropa,no_comestible,31,38,34,0.25,,,,
1,81,mix de frutas en conserva,10730,['descripcion'],comestible,,,,,2021-06-07,conserva,,caja
140,61,teclado,6971,producto tecnologico,no_comestible,8,45,9,0.56,,,,
292,47,vacuno congelado,12122,carne congelada,comestible,,,,1.41,2021-05-20,congelado,,
16,51,hamburguesa de quinoa,5914,hamburguesa,comestible,,,,2.2,2021-12-10,congelado,,
311,51,vestido,14898,ropa,no_comestible,14,28,25,0.21,,,,
377,25,telefono,14256,producto tecnologico,no_comestible,12,35,5,0.82,,,,
222,12,vestido,10689,ropa,no_comestible,16,19,49,0.17,,,,
38,10,cerdo congelado,5036,carne congelada,comestible,,,,2.67,2021-07-11,congelado,,
153,61,pantalla papel,8665,pantalla de luz,no_comestible,29,39,36,0.6,,,,
367,99,teclado,7331,producto tecnologico,no_comestible,18,32,32,0.5,,,,
327,26,hallulla,6887,pan,comestible,,,,,2021-12-06,fresco,20,
224,64,camiseta,12133,ropa,no_comestible,23,7,38,0.41,,,,
138,97,marraqueta,9334,pan,comestible,,,,,2022-04-27,fresco,13,
211,68,hamburguesa de quinoa,13949,hamburguesa,comestible,,,,2.31,2021-10-10,congelado,,
264,53,hamburguesa de vacuno,14847,hamburguesa,comestible,,,,1.01,2021-08-21,congelado,,
46,86,palta,13279,verduras,comestible,,,,,2021-09-14,fresco,17,
94,16,pollo congelado,6136,carne congelada,comestible,,,,1.14,2021-10-09,congelado,,
25,94,lechuga,7704,verduras,comestible,,,,,2021-12-21,fresco,15,
214,9,cerdo,6063,carne,comestible,,,,,2022-03-24,fresco,15,
143,37,vacuno,13742,carne,comestible,,,,,2022-03-08,fresco,8,
66,27,vacuno congelado,12014,carne congelada,comestible,,,,1.35,2021-11-12,congelado,,
402,90,salmon,6712,pescado congelado,comestible,,,,4.51,2022-01-08,congelado,,
371,10,marraqueta,11380,pan,comestible,,,,,2022-04-05,fresco,21,
83,22, frutillas en conserva,12139,['descripcion'],comestible,,,,,2021-05-23,conserva,,caja
332,85,pantalla lisa,7833,pantalla de luz,no_comestible,7,6,6,0.64,,,,
168,51,hallulla,6062,pan,comestible,,,,,2022-04-17,fresco,21,
377,92,telefono,14256,producto tecnologico,no_comestible,12,35,5,0.82,,,,
209,85,televisor,10968,producto tecnologico,no_comestible,47,27,37,0.18,,,,
73,84,pantalla lineas,8949,pantalla de luz,no_comestible,11,22,29,0.45,,,,
238,86,reineta,10784,pescado congelado,comestible,,,,3.84,2022-04-11,congelado,,
404,76,mix de verduras congeladas,14681,verduras congeladas,comestible,,,,1.66,2022-01-03,congelado,,
381,66,pantalla para colgar,8882,pantalla de luz,no_comestible,42,41,9,0.37,,,,
30,15,vacuno,8973,carne,comestible,,,,,2021-08-12,fresco,22,
366,48,pantalla papel,8830,pantalla de luz,no_comestible,16,45,47,0.92,,,,
318,80,pavo,6208,carne,comestible,,,,,2021-10-10,fresco,10,
79,4,teclado,5555,producto tecnologico,no_comestible,17,26,10,0.35,,,,
205,28,lechuga,5224,verduras,comestible,,,,,2021-07-19,fresco,11,
381,11,pantalla para colgar,8882,pantalla de luz,no_comestible,42,41,9,0.37,,,,
3,73,merlusa,13317,pescado congelado,comestible,,,,2.03,2021-08-09,congelado,,
268,37,teclado,12598,producto tecnologico,no_comestible,8,43,14,0.86,,,,
366,79,pantalla papel,8830,pantalla de luz,no_comestible,16,45,47,0.92,,,,
13,70,esparragos frasco,14537,['descripcion'],comestible,,,,,2021-07-12,conserva,,caja
154,53,telefono,13859,producto tecnologico,no_comestible,20,36,10,0.43,,,,
101,11,mix de verduras congeladas,8253,verduras congeladas,comestible,,,,3.95,2021-07-18,congelado,,
334,65,pantalla lineas,9860,pantalla de luz,no_comestible,10,40,14,0.98,,,,
326,101,esparragos frasco,14352,['descripcion'],comestible,,,,,2021-08-16,conserva,,lata
33,31, frutillas en conserva,9530,['descripcion'],comestible,,,,,2021-09-14,conserva,,caja
162,68,pollo,9026,carne,comestible,,,,,2021-08-28,fresco,24,
304,85,jeans,8403,ropa,no_comestible,22,26,29,0.69,,,,
392,54,arvejas en conserva,13884,['descripcion'],comestible,,,,,2021-07-28,conserva,,lata
74,0,pantalla lisa,14478,pantalla de luz,no_comestible,14,5,33,0.72,,,,
370,98,pera,14775,frutas,comestible,,,,,2021-07-24,fresco,21,
392,100,arvejas en conserva,13884,['descripcion'],comestible,,,,,2021-07-28,conserva,,lata
35,76,hamburguesa de vacuno,13174,hamburguesa,comestible,,,,3.37,2021-08-07,congelado,,
301,64,carne molida,6414,carne congelada,comestible,,,,4.15,2021-12-30,congelado,,
380,15,reineta,6388,pescado congelado,comestible,,,,4.72,2022-03-15,congelado,,
261,82,palta,13207,verduras,comestible,,,,,2021-08-17,fresco,11,
198,21,mouse,12730,producto tecnologico,no_comestible,6,33,29,0.62,,,,
85,87,salmon,9211,pescado congelado,comestible,,,,4.93,2021-11-09,congelado,,
206,84,lenguado,8200,pescado congelado,comestible,,,,2.33,2021-05-19,congelado,,
125,72,teclado,6734,producto tecnologico,no_comestible,48,12,42,0.82,,,,
378,8,televisor,10657,producto tecnologico,no_comestible,5,26,45,0.13,,,,
174,67,vacuno,14113,carne,comestible,,,,,2021-09-10,fresco,15,
25,59,lechuga,7704,verduras,comestible,,,,,2021-12-21,fresco,15,
215,25,durazno,9245,frutas,comestible,,,,,2021-10-16,fresco,23,
113,54,hamburguesa de verduras,8820,hamburguesa,comestible,,,,1.24,2021-06-12,congelado,,
142,40,mix de frutas en conserva,5219,['descripcion'],comestible,,,,,2021-06-08,conserva,,caja
36,77,lenguado,12514,pescado congelado,comestible,,,,4.0,2021-11-06,congelado,,
397,46,palta,13962,verduras,comestible,,,,,2021-05-27,fresco,8,
93,93,pan de molde,11181,pan,comestible,,,,,2021-10-23,fresco,22,
301,96,carne molida,6414,carne congelada,comestible,,,,4.15,2021-12-30,congelado,,
382,75,kiwi,10967,frutas,comestible,,,,,2021-12-07,fresco,10,
70,63,vacuno congelado,14623,carne congelada,comestible,,,,3.94,2021-09-03,congelado,,
157,77,hamburguesa de pollo,14465,hamburguesa,comestible,,,,2.41,2021-09-28,congelado,,
34,71,mix de verduras congeladas,13386,verduras congeladas,comestible,,,,4.15,2021-06-30,congelado,,
61,17,vacuno,5898,carne,comestible,,,,,2021-11-25,fresco,7,
252,101,pavo congelado,6840,carne congelada,comestible,,,,1.6,2021-10-01,congelado,,
38,10,cerdo congelado,5036,carne congelada,comestible,,,,2.67,2021-07-11,congelado,,
98,67,teclado,5890,producto tecnologico,no_comestible,34,31,5,0.76,,,,
49,81,televisor,11837,producto tecnologico,no_comestible,33,9,36,0.39,,,,
412,66,marraqueta,14464,pan,comestible,,,,,2021-11-17,fresco,24,
408,46,garbanzos en conserva,12008,['descripcion'],comestible,,,,,2022-02-11,conserva,,frasco
150,26,salmon,6044,pescado congelado,comestible,,,,3.53,2022-04-17,congelado,,
367,86,teclado,7331,producto tecnologico,no_comestible,18,32,32,0.5,,,,
279,10,merlusa,9334,pescado congelado,comestible,,,,1.41,2022-04-18,congelado,,
208,98,telefono,9760,producto tecnologico,no_comestible,31,22,8,0.14,,,,
314,98,pavo congelado,12293,carne congelada,comestible,,,,3.25,2021-06-19,congelado,,
297,85,pantalla para colgar,6596,pantalla de luz,no_comestible,44,20,13,0.51,,,,
206,84,lenguado,8200,pescado congelado,comestible,,,,2.33,2021-05-19,congelado,,
396,3,porotos congelados,8296,verduras congeladas,comestible,,,,4.65,2021-08-24,congelado,,
84,24,pantalla lisa,14987,pantalla de luz,no_comestible,49,16,20,0.83,,,,
217,53,pollo,13965,carne,comestible,,,,,2021-09-16,fresco,24,
74,37,pantalla lisa,14478,pantalla de luz,no_comestible,14,5,33,0.72,,,,
298,71,vestido,5065,ropa,no_comestible,19,7,7,0.16,,,,
32,64,pantalla para colgar,6200,pantalla de luz,no_comestible,32,47,45,0.19,,,,
269,67,televisor,11826,producto tecnologico,no_comestible,14,14,30,0.88,,,,
166,87,reineta,12040,pescado congelado,comestible,,,,3.73,2021-08-12,congelado,,
388,81,hamburguesa de vacuno,8376,hamburguesa,comestible,,,,1.73,2021-10-11,congelado,,
375,19,pollo congelado,7447,carne congelada,comestible,,,,2.31,2021-06-29,congelado,,
60,37,pantalla para colgar,8436,pantalla de luz,no_comestible,5,6,24,0.6,,,,
411,100,durazno,11230,frutas,comestible,,,,,2022-02-17,fresco,8,
172,95,polera,11996,ropa,no_comestible,39,44,10,0.7,,,,
68,16,camisa,5009,ropa,no_comestible,14,40,29,0.6,,,,
21,14,televisor,12324,producto tecnologico,no_comestible,28,14,38,0.2,,,,
266,27,poleron,11997,ropa,no_comestible,9,36,44,0.84,,,,
237,73,marraqueta,6179,pan,comestible,,,,,2022-01-17,fresco,15,
293,101,vacuno congelado,7891,carne congelada,comestible,,,,1.44,2021-12-03,congelado,,
265,10,telefono,6947,producto tecnologico,no_comestible,30,9,40,0.89,,,,
195,13,reineta,8674,pescado congelado,comestible,,,,2.9,2022-01-15,congelado,,
66,70,vacuno congelado,12014,carne congelada,comestible,,,,1.35,2021-11-12,congelado,,
94,101,pollo congelado,6136,carne congelada,comestible,,,,1.14,2021-10-09,congelado,,
347,25,salmon,5361,pescado congelado,comestible,,,,1.66,2021-07-17,congelado,,
331,81,lenguado,6376,pescado congelado,comestible,,,,1.21,2021-08-01,congelado,,
134,96,jeans,10305,ropa,no_comestible,36,47,11,0.72,,,,
63,65,arvejas congeladas,14607,verduras congeladas,comestible,,,,3.93,2021-11-05,congelado,,
128,56,pavo,9003,carne,comestible,,,,,2021-10-02,fresco,21,
45,75,salmon,10211,pescado congelado,comestible,,,,1.69,2021-11-09,congelado,,
0,3,merlusa,8706,pescado congelado,comestible,,,,4.82,2021-08-28,congelado,,
82,97,durazno,9861,frutas,comestible,,,,,2021-07-18,fresco,17,
26,14,manzana,7438,frutas,comestible,,,,,2021-10-02,fresco,17,
194,10,hallulla,9444,pan,comestible,,,,,2021-11-03,fresco,15,
74,50,pantalla lisa,14478,pantalla de luz,no_comestible,14,5,33,0.72,,,,
151,53,cerdo congelado,13962,carne congelada,comestible,,,,2.29,2021-10-26,congelado,,
321,45,esparragos frasco,9752,['descripcion'],comestible,,,,,2021-06-24,conserva,,lata
267,77,pollo,6605,carne,comestible,,,,,2021-10-15,fresco,17,
210,80,pantalla lisa,7658,pantalla de luz,no_comestible,14,46,8,0.35,,,,
388,39,hamburguesa de vacuno,8376,hamburguesa,comestible,,,,1.73,2021-10-11,congelado,,
15,95,durazno,13302,frutas,comestible,,,,,2021-10-13,fresco,10,
107,28,esparragos frasco,7134,['descripcion'],comestible,,,,,2021-11-30,conserva,,caja
222,29,vestido,10689,ropa,no_comestible,16,19,49,0.17,,,,
344,8,pantalla para colgar,11629,pantalla de luz,no_comestible,47,9,18,0.23,,,,
355,56,mix de frutas en conserva,12120,['descripcion'],comestible,,,,,2021-08-27,conserva,,frasco
258,100,chaqueta,13813,ropa,no_comestible,14,35,33,0.63,,,,
148,73,palta,9424,verduras,comestible,,,,,2021-06-22,fresco,17,
211,7,hamburguesa de quinoa,13949,hamburguesa,comestible,,,,2.31,2021-10-10,congelado,,
163,101,carne molida,7134,carne congelada,comestible,,,,3.66,2021-09-26,congelado,,
355,23,mix de frutas en conserva,12120,['descripcion'],comestible,,,,,2021-08-27,conserva,,frasco
237,5,marraqueta,6179,pan,comestible,,,,,2022-01-17,fresco,15,
270,82,hamburguesa de verduras,12794,hamburguesa,comestible,,,,2.99,2021-05-18,congelado,,
95,39,esparragos frasco,9882,['descripcion'],comestible,,,,,2021-09-09,conserva,,lata
62,84, frutillas en conserva,6958,['descripcion'],comestible,,,,,2022-04-02,conserva,,lata
353,82,pavo congelado,7137,carne congelada,comestible,,,,2.29,2021-10-21,congelado,,
309,17,carne molida,5014,carne congelada,comestible,,,,1.25,2021-08-06,congelado,,
165,71,camiseta,10613,ropa,no_comestible,31,35,31,0.29,,,,
278,0,camiseta,9381,ropa,no_comestible,40,16,15,0.88,,,,
352,31,mix de frutas en conserva,14348,['descripcion'],comestible,,,,,2021-09-26,conserva,,frasco
37,51,cerdo,13208,carne,comestible,,,,,2022-03-12,fresco,8,
123,36,choclo congelado,14418,verduras congeladas,comestible,,,,2.32,2021-09-01,congelado,,
338,50,mix de frutas en conserva,10464,['descripcion'],comestible,,,,,2021-10-26,conserva,,frasco
413,71,durazno en conserva,12428,['descripcion'],comestible,,,,,2021-09-15,conserva,,frasco
247,12,poleron,12512,ropa,no_comestible,12,35,28,0.85,,,,
248,28,pantalla para colgar,8944,pantalla de luz,no_comestible,37,22,6,0.47,,,,
111,50,lechuga,8330,verduras,comestible,,,,,2021-09-04,fresco,13,
81,69,hamburguesa de vacuno,8644,hamburguesa,comestible,,,,4.55,2022-04-16,congelado,,
55,3,mouse,6334,producto tecnologico,no_comestible,39,11,13,0.64,,,,
283,42,telefono,12515,producto tecnologico,no_comestible,38,15,19,0.71,,,,
33,73, frutillas en conserva,9530,['descripcion'],comestible,,,,,2021-09-14,conserva,,caja
36,76,lenguado,12514,pescado congelado,comestible,,,,4.0,2021-11-06,congelado,,
142,43,mix de frutas en conserva,5219,['descripcion'],comestible,,,,,2021-06-08,conserva,,caja
301,74,carne molida,6414,carne congelada,comestible,,,,4.15,2021-12-30,congelado,,
409,85,pantalla lineas,12158,pantalla de luz,no_comestible,14,24,27,0.92,,,,
16,44,hamburguesa de quinoa,5914,hamburguesa,comestible,,,,2.2,2021-12-10,congelado,,
287,83,carne molida,14751,carne congelada,comestible,,,,2.47,2021-12-29,congelado,,
26,89,manzana,7438,frutas,comestible,,,,,2021-10-02,fresco,17,
56,1,lenguado,5173,pescado congelado,comestible,,,,2.6,2021-11-07,congelado,,
89,10,pantalla lineas,6647,pantalla de luz,no_comestible,43,38,11,0.78,,,,
120,11,marraqueta,13520,pan,comestible,,,,,2022-01-19,fresco,9,
300,0,durazno en conserva,5467,['descripcion'],comestible,,,,,2022-02-18,conserva,,caja
208,14,telefono,9760,producto tecnologico,no_comestible,31,22,8,0.14,,,,
231,26,jeans,13914,ropa,no_comestible,10,35,15,0.92,,,,
398,63,pantalla papel,14579,pantalla de luz,no_comestible,25,19,20,0.19,,,,
53,32,durazno,5640,frutas,comestible,,,,,2022-04-08,fresco,22,
184,41,hamburguesa de vacuno,6871,hamburguesa,comestible,,,,1.5,2022-02-25,congelado,,
13,6,esparragos frasco,14537,['descripcion'],comestible,,,,,2021-07-12,conserva,,caja
82,5,durazno,9861,frutas,comestible,,,,,2021-07-18,fresco,17,
75,36,lechuga,7914,verduras,comestible,,,,,2022-02-27,fresco,12,
175,99,hallulla,11970,pan,comestible,,,,,2021-07-02,fresco,23,
371,80,marraqueta,11380,pan,comestible,,,,,2022-04-05,fresco,21,
18,9,palta,14117,verduras,comestible,,,,,2021-06-12,fresco,9,
209,21,televisor,10968,producto tecnologico,no_comestible,47,27,37,0.18,,,,
381,22,pantalla para colgar,8882,pantalla de luz,no_comestible,42,41,9,0.37,,,,
