38,Almacen Ecuacion,providencia,351,701
5,La Casa de la Abuela Antiguedades,providencia,465,990
22,Almacen Andares,la serena,428,648
83,Fuera del atico,buin,228,613
34,Paw Almacen,providencia,409,183
0,Almacen Centrales,buin,319,506
16,Fuera del cofre,coquimbo,451,838
61,Pimienta Almacen,santiago,470,145
47,Almacen Camino,san joaquin,153,286
9,Almacen Idea,santiago,414,229
