6,marraqueta,pan,7830
243,choclo congelado,verduras congeladas,6481
14,durazno en conserva,fruta en conserva,8285
65,hamburguesa de verduras,hamburguesa,7556
67,limon,verduras,13531
410,salmon,pescado congelado,12879
185,cerdo,carne,12579
346,porotos congelados,verduras congeladas,7726
395,choclo en conserva,verdura en conserva,11836
335,pan de molde,pan,7937
170,mix de verduras congeladas,verduras congeladas,7212
8,pantalla papel,pantalla de luz,5556
383,hamburguesa de verduras,hamburguesa,9105
69,teclado,producto tecnologico,11714
156,hallulla,pan,11210
24,teclado,producto tecnologico,9510
179,teclado,producto tecnologico,12795
59,durazno en conserva,fruta en conserva,5186
271,televisor,producto tecnologico,9188
177,hamburguesa de pollo,hamburguesa,6480
316,vacuno,carne,13806
333,pantalla lineas,pantalla de luz,6062
330,cerdo,carne,7094
108,pantalla papel,pantalla de luz,14454
58,hamburguesa de vacuno,hamburguesa,5337
149,pan de molde,pan,13136
417,pollo,carne,10015
350,brocoli,verduras,7862
253,platano,frutas,14191
364,mouse,producto tecnologico,11097
117,telefono,producto tecnologico,6853
48,cerdo,carne,13194
343,choclo en conserva,verdura en conserva,12429
152,lenguado,pescado congelado,13791
43,telefono,producto tecnologico,12517
72,camisa,ropa,9228
51,limon,verduras,10356
391,choclo en conserva,verdura en conserva,8087
255,vacuno congelado,carne congelada,5421
387,lenguado,pescado congelado,6433
77,hallulla,pan,14637
263,pantalla papel,pantalla de luz,14631
47,jeans,ropa,10242
86,televisor,producto tecnologico,13862
155,vestido,ropa,12164
282,salmon,pescado congelado,11494
216,pera,frutas,14400
124,garbanzos en conserva,verdura en conserva,11677
204,durazno,frutas,7673
277,limon,verduras,7442
227,arvejas en conserva,verdura en conserva,13905
296,salmon,pescado congelado,9495
71,papaya en conserva,fruta en conserva,14577
345,hamburguesa de verduras,hamburguesa,12480
103,hamburguesa de vacuno,hamburguesa,11871
147,arvejas en conserva,verdura en conserva,10396
80,pera,frutas,11624
136,pollo,carne,8650
64,marraqueta,pan,11303
358,platano,frutas,10315
233,cerdo congelado,carne congelada,7670
193,reineta,pescado congelado,12780
141,mix de frutas en conserva,fruta en conserva,6583
319,vacuno,carne,13414
130,hamburguesa de verduras,hamburguesa,11010
105,hamburguesa de vacuno,hamburguesa,14223
339,telefono,producto tecnologico,5181
173,porotos congelados,verduras congeladas,14661
362,pavo congelado,carne congelada,12446
190,pantalla papel,pantalla de luz,14669
324,poleron,ropa,6437
274,pera,frutas,11410
109,brocoli,verduras,7370
2,pantalla lisa,pantalla de luz,5609
115, frutillas en conserva,fruta en conserva,9542
289,salmon,pescado congelado,14016
132,mix de verduras congeladas,verduras congeladas,10478
288,mix de verduras congeladas,verduras congeladas,6320
280,pollo congelado,carne congelada,6003
259,vestido,ropa,8209
221,salmon,pescado congelado,7372
276,pantalla para colgar,pantalla de luz,6897
317,pantalla lineas,pantalla de luz,13847
342,tomate,verduras,6548
250,vacuno,carne,14397
144,tomate,verduras,8242
310,manzana,frutas,11868
50,pollo congelado,carne congelada,12523
249,lechuga,verduras,8099
10,reineta,pescado congelado,10545
139,hamburguesa de quinoa,hamburguesa,13665
290,hallulla,pan,8722
207, frutillas en conserva,fruta en conserva,6563
212,hamburguesa de quinoa,hamburguesa,12482
240,salmon,pescado congelado,7427
337,pantalla lineas,pantalla de luz,11430
213,calcetin,ropa,14881
281,vestido,ropa,6522
336,esparragos frasco,verdura en conserva,7752
189,telefono,producto tecnologico,13048
225,pantalla papel,pantalla de luz,8193
242,marraqueta,pan,6667
232,mouse,producto tecnologico,7653
241,durazno en conserva,fruta en conserva,12190
361,mouse,producto tecnologico,10779
393,televisor,producto tecnologico,8016
183,hallulla,pan,10309
96,pavo,carne,6717
100,camisa,ropa,14690
112,hallulla,pan,11425
373,pantalla papel,pantalla de luz,5674
146,poleron,ropa,12236
17,camiseta,ropa,14514
223,reineta,pescado congelado,8439
323,vacuno,carne,11553
164,platano,frutas,13220
29,limon,verduras,13395
306,hamburguesa de verduras,hamburguesa,7976
54,papaya en conserva,fruta en conserva,6280
196,reineta,pescado congelado,13212
359,hamburguesa de vacuno,hamburguesa,9503
307,marraqueta,pan,10434
4,hallulla,pan,13556
406,pantalla para colgar,pantalla de luz,5421
251,vacuno,carne,13598
201,arvejas en conserva,verdura en conserva,11500
180,hallulla,pan,7278
161,cerdo,carne,13134
145,hamburguesa de verduras,hamburguesa,8137
374,pantalla papel,pantalla de luz,13760
203,marraqueta,pan,6335
188,mix de verduras congeladas,verduras congeladas,13804
114,reineta,pescado congelado,9430
365,camiseta,ropa,12323
118,limon,verduras,11756
328,hamburguesa de pollo,hamburguesa,6638
91,arvejas congeladas,verduras congeladas,7384
97,lechuga,verduras,8668
407,manzana,frutas,8989
