286,300,2021-07-04 00:00:00,30
89,769,2021-07-04 00:00:00,309
143,399,2021-07-04 00:00:00,285
204,590,2021-07-04 00:00:00,122
291,298,2021-07-04 00:00:00,128
278,464,2021-07-04 00:00:00,19
337,118,2021-07-04 00:00:00,306
51,254,2021-07-04 00:00:00,78
323,328,2021-07-04 00:00:00,312
163,166,2021-07-04 00:00:00,300
154,875,2021-07-04 00:00:00,96
286,300,2021-07-04 00:00:00,161
204,564,2021-07-04 00:00:00,176
305,1091,2021-07-04 00:00:00,44
173,13,2021-07-04 00:00:00,233
61,1085,2021-07-04 00:00:00,143
90,368,2021-07-04 00:00:00,236
216,209,2021-07-04 00:00:00,24
154,433,2021-07-04 00:00:00,259
265,137,2021-07-04 00:00:00,190
236,413,2021-07-04 00:00:00,8
163,575,2021-07-04 00:00:00,47
115,713,2021-07-04 00:00:00,13
230,820,2021-07-04 00:00:00,11
22,570,2021-07-04 00:00:00,321
63,397,2021-07-04 00:00:00,225
64,646,2021-07-04 00:00:00,322
226,851,2021-07-04 00:00:00,49
9,179,2021-07-04 00:00:00,234
260,353,2021-07-04 00:00:00,102
358,113,2021-07-04 00:00:00,131
94,849,2021-07-04 00:00:00,20
96,874,2021-07-04 00:00:00,171
38,201,2021-07-04 00:00:00,3
221,48,2021-07-04 00:00:00,60
354,1089,2021-07-04 00:00:00,308
330,173,2021-07-04 00:00:00,310
66,649,2021-07-04 00:00:00,184
184,847,2021-07-04 00:00:00,189
68,563,2021-07-04 00:00:00,227
207,355,2021-07-04 00:00:00,291
220,245,2021-07-04 00:00:00,203
33,338,2021-07-04 00:00:00,81
330,173,2021-07-04 00:00:00,27
345,267,2021-07-04 00:00:00,296
163,575,2021-07-04 00:00:00,71
39,600,2021-07-04 00:00:00,138
326,454,2021-07-04 00:00:00,155
107,453,2021-07-04 00:00:00,9
198,274,2021-07-04 00:00:00,18
283,543,2021-07-04 00:00:00,94
232,51,2021-07-04 00:00:00,38
77,611,2021-07-04 00:00:00,92
65,403,2021-07-04 00:00:00,95
319,656,2021-07-04 00:00:00,319
284,4,2021-07-04 00:00:00,287
221,48,2021-07-04 00:00:00,148
26,607,2021-07-04 00:00:00,163
227,507,2021-07-04 00:00:00,279
110,1065,2021-07-04 00:00:00,195
287,1040,2021-07-04 00:00:00,12
208,409,2021-07-04 00:00:00,98
75,149,2021-07-04 00:00:00,297
330,1062,2021-07-04 00:00:00,157
332,916,2021-07-04 00:00:00,207
279,815,2021-07-04 00:00:00,320
287,374,2021-07-04 00:00:00,61
102,688,2021-07-04 00:00:00,277
245,287,2021-07-04 00:00:00,53
121,427,2021-07-04 00:00:00,110
7,885,2021-07-04 00:00:00,174
319,562,2021-07-04 00:00:00,85
131,795,2021-07-04 00:00:00,221
113,362,2021-07-04 00:00:00,1
84,804,2021-07-04 00:00:00,315
138,922,2021-07-04 00:00:00,284
321,378,2021-07-04 00:00:00,118
311,812,2021-07-04 00:00:00,151
28,809,2021-07-04 00:00:00,264
348,869,2021-07-04 00:00:00,15
227,507,2021-07-04 00:00:00,179
246,573,2021-07-04 00:00:00,59
80,347,2021-07-04 00:00:00,196
26,607,2021-07-04 00:00:00,223
287,67,2021-07-04 00:00:00,26
207,355,2021-07-04 00:00:00,243
0,940,2021-07-04 00:00:00,29
248,515,2021-07-04 00:00:00,294
16,253,2021-07-04 00:00:00,68
362,461,2021-07-04 00:00:00,135
316,214,2021-07-04 00:00:00,156
179,581,2021-07-04 00:00:00,57
293,449,2021-07-04 00:00:00,75
181,138,2021-07-04 00:00:00,283
217,678,2021-07-04 00:00:00,6
311,812,2021-07-04 00:00:00,267
313,84,2021-07-04 00:00:00,188
234,763,2021-07-04 00:00:00,17
174,707,2021-07-04 00:00:00,278
17,728,2021-07-04 00:00:00,313
164,223,2021-07-04 00:00:00,125
172,791,2021-07-04 00:00:00,150
128,806,2021-07-04 00:00:00,205
323,328,2021-07-04 00:00:00,23
56,637,2021-07-04 00:00:00,307
346,677,2021-07-04 00:00:00,114
61,142,2021-07-04 00:00:00,271
257,446,2021-07-04 00:00:00,77
215,479,2021-07-04 00:00:00,215
190,572,2021-07-04 00:00:00,133
100,5,2021-07-04 00:00:00,160
154,596,2021-07-04 00:00:00,250
63,351,2021-07-04 00:00:00,129
355,927,2021-07-04 00:00:00,237
322,864,2021-07-04 00:00:00,288
35,279,2021-07-04 00:00:00,40
281,202,2021-07-04 00:00:00,52
153,391,2021-07-04 00:00:00,73
259,1045,2021-07-04 00:00:00,32
302,683,2021-07-04 00:00:00,206
278,464,2021-07-04 00:00:00,100
24,556,2021-07-04 00:00:00,316
175,1017,2021-07-04 00:00:00,147
287,1040,2021-07-04 00:00:00,142
88,480,2021-07-04 00:00:00,249
35,279,2021-07-04 00:00:00,276
246,573,2021-07-04 00:00:00,14
300,718,2021-07-04 00:00:00,253
42,667,2021-07-04 00:00:00,170
357,1023,2021-07-04 00:00:00,298
157,1077,2021-07-04 00:00:00,254
347,619,2021-07-04 00:00:00,158
265,551,2021-07-04 00:00:00,162
19,897,2021-07-04 00:00:00,226
304,764,2021-07-04 00:00:00,109
258,901,2021-07-04 00:00:00,246
124,6,2021-07-04 00:00:00,265
22,1001,2021-07-04 00:00:00,154
53,998,2021-07-04 00:00:00,132
231,1086,2021-07-04 00:00:00,120
91,396,2021-07-04 00:00:00,80
358,1070,2021-07-04 00:00:00,166
232,51,2021-07-04 00:00:00,39
61,961,2021-07-04 00:00:00,43
117,216,2021-07-04 00:00:00,89
176,321,2021-07-04 00:00:00,238
2,451,2021-07-04 00:00:00,66
102,230,2021-07-04 00:00:00,262
66,649,2021-07-04 00:00:00,183
84,860,2021-07-04 00:00:00,21
342,136,2021-07-04 00:00:00,251
90,768,2021-07-04 00:00:00,210
14,926,2021-07-04 00:00:00,84
355,152,2021-07-04 00:00:00,111
89,769,2021-07-04 00:00:00,231
112,557,2021-07-04 00:00:00,33
129,873,2021-07-04 00:00:00,152
87,603,2021-07-04 00:00:00,88
265,137,2021-07-04 00:00:00,97
43,930,2021-07-04 00:00:00,200
144,465,2021-07-04 00:00:00,199
27,425,2021-07-04 00:00:00,311
33,123,2021-07-04 00:00:00,167
113,1042,2021-07-04 00:00:00,67
164,1058,2021-07-04 00:00:00,247
113,1042,2021-07-04 00:00:00,123
46,638,2021-07-04 00:00:00,115
96,712,2021-07-04 00:00:00,172
303,569,2021-07-04 00:00:00,37
250,68,2021-07-04 00:00:00,130
41,951,2021-07-04 00:00:00,299
6,111,2021-07-04 00:00:00,303
14,654,2021-07-04 00:00:00,208
300,997,2021-07-04 00:00:00,2
281,937,2021-07-04 00:00:00,256
349,797,2021-07-04 00:00:00,105
123,18,2021-07-04 00:00:00,86
289,726,2021-07-04 00:00:00,51
166,134,2021-07-04 00:00:00,248
159,629,2021-07-04 00:00:00,255
299,50,2021-07-04 00:00:00,244
205,1082,2021-07-04 00:00:00,72
130,1076,2021-07-04 00:00:00,230
104,29,2021-07-04 00:00:00,136
218,673,2021-07-04 00:00:00,146
180,406,2021-07-04 00:00:00,269
2,755,2021-07-04 00:00:00,0
232,101,2021-07-04 00:00:00,173
356,920,2021-07-04 00:00:00,10
136,177,2021-07-04 00:00:00,239
20,147,2021-07-04 00:00:00,64
124,6,2021-07-04 00:00:00,50
342,685,2021-07-04 00:00:00,180
94,849,2021-07-04 00:00:00,79
276,7,2021-07-04 00:00:00,83
111,653,2021-07-04 00:00:00,290
179,510,2021-07-04 00:00:00,318
59,703,2021-07-04 00:00:00,56
270,282,2021-07-04 00:00:00,65
75,149,2021-07-04 00:00:00,220
197,312,2021-07-04 00:00:00,263
238,367,2021-07-04 00:00:00,201
67,280,2021-07-04 00:00:00,282
173,666,2021-07-04 00:00:00,323
333,72,2021-07-04 00:00:00,137
330,173,2021-07-04 00:00:00,106
274,955,2021-07-04 00:00:00,252
14,684,2021-07-04 00:00:00,305
355,1046,2021-07-04 00:00:00,90
306,1026,2021-07-04 00:00:00,117
154,433,2021-07-04 00:00:00,187
119,455,2021-07-04 00:00:00,119
336,598,2021-07-04 00:00:00,101
13,981,2021-07-04 00:00:00,181
146,496,2021-07-04 00:00:00,241
107,467,2021-07-04 00:00:00,42
306,978,2021-07-04 00:00:00,218
295,807,2021-07-04 00:00:00,168
229,674,2021-07-04 00:00:00,116
210,383,2021-07-04 00:00:00,219
144,465,2021-07-04 00:00:00,34
318,861,2021-07-04 00:00:00,108
264,597,2021-07-04 00:00:00,289
35,85,2021-07-04 00:00:00,45
179,356,2021-07-04 00:00:00,301
326,110,2021-07-04 00:00:00,240
18,1035,2021-07-04 00:00:00,242
14,363,2021-07-04 00:00:00,275
9,179,2021-07-04 00:00:00,229
240,733,2021-07-04 00:00:00,182
50,738,2021-07-04 00:00:00,268
11,602,2021-07-04 00:00:00,217
43,930,2021-07-04 00:00:00,286
243,534,2021-07-04 00:00:00,280
20,827,2021-07-04 00:00:00,16
73,8,2021-07-04 00:00:00,126
177,22,2021-07-04 00:00:00,204
22,1001,2021-07-04 00:00:00,141
179,510,2021-07-04 00:00:00,197
184,83,2021-07-04 00:00:00,41
318,550,2021-07-04 00:00:00,191
326,454,2021-07-04 00:00:00,140
